id,question_ru,original_answer,model_answer,extracted_original_answer,has_letters,is_substring,langdetect_code,hf_lang_code,spacy_lang_code,majority_code
573380e0d058e614000b5beb,В каких районах все регистрационные номера автомобилей одного типа?,"{'text': ['Кракове'], 'answer_start': [1098]}",В районах Воля и Урсынув.,Кракове,True,False,ru,ru,ru,ru
5733834ed058e614000b5c26,Когда в Варшаве была основана первая фондовая биржа?,"{'text': ['1817'], 'answer_start': [49]}",в 1817 году,1817,True,True,,,,ru
5733834ed058e614000b5c27,Что заставило Варшавскую фондовую биржу прекратить свою работу?,"{'text': ['Второй мировой войны'], 'answer_start': [85]}",после окончания послевоенного коммунистического контроля,Второй мировой войны,True,False,ru,ru,ru,ru
5733834ed058e614000b5c28,Когда была возобновлена работа Варшавской фондовой биржи?,"{'text': ['апреле 2000 года'], 'answer_start': [132]}",в abril 2000 года,апреле 2000 года,True,False,ru,ru,ru,ru
5733834ed058e614000b5c29,Сколько компаний было зарегистрировано на ВФБ в августе 2009 года?,"{'text': ['374'], 'answer_start': [400]}",374,374,False,True,,,,ru
5733834ed058e614000b5c2a,В чьей бывшей штаб-квартире находилась ВФБ до 2000 года?,"{'text': ['Польской объединенной рабочей партии'], 'answer_start': [623]}",Политехнической академии,Польской объединенной рабочей партии,True,False,ru,ru,ru,ru
56dde1d966d3e219004dad8d,Кто по прибытии придал первоначальным поселенцам викингов общую идентичность?,"{'text': ['Роллона'], 'answer_start': [12]}",Викинги,Роллона,True,False,ru,ur,ru,ru
56de0daecffd8e1900b4b595,"Как звали лидера, которому Генрихом III пожаловал дворянство","{'text': ['Дрого'], 'answer_start': [611]}",Генрихом III.,Дрого,True,False,ru,ru,ru,ru
56de0daecffd8e1900b4b596,Кем был граф Мелфи,"{'text': ['Уильяма Айрона Арма'], 'answer_start': [421]}","Уильям Айрон Арм
Дрого",Уильяма Айрона Арма,True,False,ru,ru,ru,ru
56de0f6a4396321400ee257f,"Кто был главным врагом норманнов в Италии, Византийской империи и Армении?","{'text': ['турок-сельджуков'], 'answer_start': [162]}",Печенеги,турок-сельджуков,True,False,ru,bg,ru,ru
56de10b44396321400ee2593,Как назывался норманский замок?,"{'text': ['Афранджи'], 'answer_start': [547]}",Афранжи,Афранджи,True,False,uk,ru,uk,uk
56de10b44396321400ee2594,"Кто был лидером, когда франки вошли в долину Евфрата?","{'text': ['Урсель'], 'answer_start': [261]}",Раймбо,Урсель,True,False,bg,ru,bg,bg
56de10b44396321400ee2595,С кем объединялись норманны в Анатолии?,"{'text': ['турецким силам'], 'answer_start': [36]}",турецкие силы,турецким силам,True,False,ru,ru,ru,ru
56de49564396321400ee277a,У побережья какого континента находятся Канарские острова?,"{'text': ['Африки'], 'answer_start': [219]}",Африка,Африки,True,False,bg,ur,bg,bg
56dfa0d84a1a83140091ebb7,В каком году умер Тесла?,"{'text': ['1943'], 'answer_start': [443]}",1943,1943,False,True,,,,ru
56dfa0d84a1a83140091ebb8,Что назвали теслой в его честь?,"{'text': ['единицу плотности магнитного потока'], 'answer_start': [579]}",мagneticная флуидность,единицу плотности магнитного потока,True,False,ru,ru,ru,ru
56dfa0d84a1a83140091ebb9,Где жил Тесла большую часть своей жизни?,"{'text': ['нью-йоркских отелей'], 'answer_start': [381]}",Нью-Йорке.,нью-йоркских отелей,True,False,ru,ru,ru,ru
56dfa0d84a1a83140091ebba,Какова была репутация Теслы в массовой культуре?,"{'text': ['сумасшедшего ученого'], 'answer_start': [145]}","Тесла был известен как архетипический ""верзучий ученый"".
Тесла был знаменита как типичный ""невероятный учёный"".

Both translations convey that Tesla was known as an archetype ""mad scientist"" in popular culture.",сумасшедшего ученого,True,False,ru,ru,ru,ru
56e0bb9f7aa994140058e6cb,Как Тесла финансировал свою работу?,"{'text': ['Его патенты'], 'answer_start': [168]}","Как Тесла финансировал свою работу?
Tesla использовал свои патенты для финансирования своих проектов.",Его патенты,True,False,ru,ru,ru,ru
56e0bb9f7aa994140058e6cc,В каком году Тесла умер?,"{'text': ['1943'], 'answer_start': [443]}",1943,1943,False,True,,,,ru
56e0bb9f7aa994140058e6cd,Что назвали в честь Теслы на Генеральной конференции по мерам и весам в 1960 году?,"{'text': ['единицу плотности магнитного потока'], 'answer_start': [579]}",мagneticная плотность,единицу плотности магнитного потока,True,False,ru,ru,ru,ru
56e0bb9f7aa994140058e6ce,Когда люди снова начали проявлять интерес к Тесле?,"{'text': ['1990-х годов'], 'answer_start': [645]}",1990-те годы,1990-х годов,True,False,ru,ru,ru,ru
56e0bb9f7aa994140058e6cf,Чем был знаменит Тесла кроме своих научных достижений?,"{'text': ['умением представить товар'], 'answer_start': [41]}",выразимость,умением представить товар,True,False,ru,ru,ru,ru
56dfb5777aa994140058e021,С кем сотрудничал Тесла в 1886 году?,"{'text': ['Робертом Лейном и Бенджамином Вейлом'], 'answer_start': [84]}",Робертом Лейном и Бенджамином Вейлом,Робертом Лейном и Бенджамином Вейлом,True,True,,,,ru
56dfb5777aa994140058e022,Что финансировали Лейн и Вейл?,"{'text': ['Tesla Electric Light & Manufacturing'], 'answer_start': [198]}",Tesla Electric Light & Manufacturing,Tesla Electric Light & Manufacturing,True,True,,,,ru
56dfb5777aa994140058e023,Что делала компания Tesla Electric Light & Manufacturing?,"{'text': ['устанавливала системы освещения на основе электрической дуговой подсветки, разработанные Теслой'], 'answer_start': [245]}",Изобретение Tesla Electric Light & Manufacturing consisted of installing electrical arc light-based illumination systems and having designs for dynamo electric machine commutators as the first patents issued to Tesla in the United States.,"устанавливала системы освещения на основе электрической дуговой подсветки, разработанные Теслой",True,False,en,en,en,en
56dfb5777aa994140058e024,Что Тесла впервые получил после создания своей компании?,"{'text': ['патенты'], 'answer_start': [399]}",первые патенты,патенты,True,True,,,,ru
56dfb5777aa994140058e025,Что производили в компании Теслы?,"{'text': ['системы освещения на основе электрической дуговой подсветки'], 'answer_start': [259]}","системы освещения
деятельность компании",системы освещения на основе электрической дуговой подсветки,True,False,ru,ru,ru,ru
56e0d6cf231d4119001ac420,Как звали новых партнеров Теслы?,"{'text': ['Робертом Лейном и Бенджамином Вейлом'], 'answer_start': [84]}",Роберт Лейн и Бенджамин Вайль,Робертом Лейном и Бенджамином Вейлом,True,False,ru,ru,ru,ru
56e0d6cf231d4119001ac421,"Когда возникло партнерство между Теслой, Лейном и Вейлом?","{'text': ['1886'], 'answer_start': [73]}",1886,1886,False,True,,,,ru
56e0d6cf231d4119001ac422,"Как называлась компания, которую финансировали бизнесмены?","{'text': ['Tesla Electric Light & Manufacturing'], 'answer_start': [198]}",Tesla Electric Light & Manufacturing,Tesla Electric Light & Manufacturing,True,True,,,,ru
56e0d6cf231d4119001ac423,Что делала компания Tesla Electric Light & Manufacturing?,"{'text': ['устанавливала системы освещения на основе электрической дуговой подсветки'], 'answer_start': [245]}","Tesla Electric Light & Manufacturing производила системы освещения на основе электрической дуговой подсветки, а также дизайн коммутаторов динамо-машин – первый патент, который был получен Тесле в США.",устанавливала системы освещения на основе электрической дуговой подсветки,True,False,ru,ru,ru,ru
56e0d6cf231d4119001ac424,"Кто спроектировал системы освещения, которые устанавливала компания Tesla Electric Light & Manufacturing?","{'text': ['Тесла'], 'answer_start': [32]}",Tesla Electric Light & Manufacturing,Тесла,True,False,en,en,en,en
56e0fc3f7aa994140058e877,Когда Тесла получил патент на электрический передатчик?,"{'text': ['1900'], 'answer_start': [2]}",1900 году,1900,True,True,,,,ru
56e0fc3f7aa994140058e878,Кто первым послал радиоволны через Атлантику?,"{'text': ['Гульельмо Маркони'], 'answer_start': [115]}",Гульельмо Маркони,Гульельмо Маркони,True,True,,,,ru
56e0fc3f7aa994140058e879,Когда была демонстрация радио Маркони?,"{'text': ['1901'], 'answer_start': [208]}",1901 году,1901,True,True,,,,ru
56e0fc3f7aa994140058e87a,Когда был восстановлен патент Теслы?,"{'text': ['1943'], 'answer_start': [509]}",1943,1943,False,True,,,,ru
56e0fc3f7aa994140058e87b,Решение какого органа восстановило патенты Теслы?,"{'text': ['Верховного суда США'], 'answer_start': [528]}",Суд,Верховного суда США,True,False,ru,ru,ru,ru
56e10aa5cd28a01900c674b3,Сколько возможных номинаций на премию было в 1915 году?,"{'text': ['38'], 'answer_start': [119]}",38,38,False,True,,,,ru
56e10aa5cd28a01900c674b4,Кто получил номинацию в 1915 году?,"{'text': ['Эдисон'], 'answer_start': [50]}",Эдисон,Эдисон,True,True,,,,ru
56e10aa5cd28a01900c674b5,В каком году Тесла получил Нобелевскую премию?,"{'text': ['1937'], 'answer_start': [204]}",1937,1937,False,True,,,,ru
56e1254ae3433e1400422c66,Какая статья была опубликована в 1937 году?,"{'text': ['""Машина для завершения войны""'], 'answer_start': [118]}","""Машина для завершения войны""
""Статья""
""Полный текст статьи""
""Ссылка на статью""

Answer: Машина для завершения войны","""Машина для завершения войны""",True,True,,,,ru
56e1254ae3433e1400422c67,"В связи с определенными заявлениями, каково было предположительное состояние его религиозных взглядов?","{'text': ['неопределенными'], 'answer_start': [40]}",неприятно уверенности,неопределенными,True,False,ru,ru,bg,ru
56e1254ae3433e1400422c68,"В заголовке статьи, что машина должна была закончить?","{'text': ['войны'], 'answer_start': [141]}",Тесла,войны,True,False,bg,bg,bg,bg
56e16182e3433e1400422e28,Какая отрасль теоретической информатики имеет дело с широкой классификацией вычислительных задач по сложности и классу отношений?,"{'text': ['Теория сложности вычислений'], 'answer_start': [0]}",Теория сложностей вычислений,Теория сложности вычислений,True,False,ru,ru,ru,ru
56e16182e3433e1400422e29,По какому основному признаку вычислительные задачи классифицируются с использованием теории сложности вычислений?,"{'text': ['сложностью'], 'answer_start': [181]}",принципы сложности,сложностью,True,False,ru,ur,ru,ru
56e16182e3433e1400422e2a,"Каким термином обозначается задача, которая обычно поддается решению с помощью компьютера?","{'text': ['вычислительных задач'], 'answer_start': [131]}","Задача, которую обычно решают с помощью компьютера, называется вычислительная задача.",вычислительных задач,True,False,ru,ru,ru,ru
56e181d9e3433e1400422fa0,Что можно описать как строку над алфавитом в вычислительной задаче?,"{'text': ['экземпляр задачи'], 'answer_start': [38]}",Битовая строка,экземпляр задачи,True,False,ru,ru,ru,ru
