id,question_de,original_answer,model_answer,extracted_original_answer,has_letters,is_substring,langdetect_code,hf_lang_code,spacy_lang_code,majority_code
56beb7953aeaaa14008c92ae,Wie lautete der Endstand des AFC-Championship-Spiels?,"{'text': ['20-18'], 'answer_start': [268]}",20-18,20-18,False,True,,,,de
56beb7953aeaaa14008c92af,"Wie viel Zeit verblieb, als den Broncos die Interception gelang, die das AFC-Championship-Spiel entschied?","{'text': ['17 Sekunden'], 'answer_start': [293]}",17 Sekunden,17 Sekunden,True,True,,,,de
56bf36b93aeaaa14008c9561,Welches Team war der Sieger der Divisional Round im Spiel der Broncos gegen die Steelers?,"{'text': ['Die Broncos'], 'answer_start': [0]}",Broncos,Die Broncos,True,False,pt,en,pt,pt
56bf36b93aeaaa14008c9562,Wie lautete das Endergebnis des Spiels der Broncos gegen die Steelers?,"{'text': ['23-16'], 'answer_start': [71]}",23-16,23-16,False,True,,,,de
56bf36b93aeaaa14008c9563,Wer gewann den Super Bowl XLIX?,"{'text': ['New England Patriots'], 'answer_start': [246]}",New England Patriots,New England Patriots,True,True,,,,de
56bf36b93aeaaa14008c9564,"Wie viele Sekunden Spielzeit verblieben, als die Broncos den Pass abfingen, der das Spiel gewann?","{'text': ['17'], 'answer_start': [293]}",17 Sekunden,17,True,True,,,,de
56bf36b93aeaaa14008c9565,Wer verfehlte während der Playoff-Spiele der Broncos keine Interception?,"{'text': ['Manning'], 'answer_start': [404]}",Manning,Manning,True,True,,,,de
56d7018a0d65d214001982c2,Wen schlugen die Broncos in der Divisional Round?,"{'text': ['die Pittsburgh Steelers'], 'answer_start': [22]}",Broncos,die Pittsburgh Steelers,True,False,pt,en,pt,pt
56d7018a0d65d214001982c3,Wie viele Punkte erzielten die Broncos in den letzten drei Minuten des Pittsburgh-Spiels?,"{'text': ['11'], 'answer_start': [127]}",11,11,False,True,,,,de
56d7018a0d65d214001982c5,Wen besiegten die Broncos im AFC-Championship-Spiel?,"{'text': ['New England Patriots'], 'answer_start': [246]}",Die Broncos besiegten den New England Patriots im AFC-Championship-Spiel.,New England Patriots,True,True,,,,de
56d99f99dc89441400fdb628,"Wen schlugen die Broncos 2015, um in ihrer Division zu gewinnen?","{'text': ['die Pittsburgh Steelers'], 'answer_start': [22]}",New England Patriots,die Pittsburgh Steelers,True,False,en,en,en,en
56d99f99dc89441400fdb629,"Wen schlugen die Broncos, um AFC-Champion zu werden?","{'text': ['New England Patriots'], 'answer_start': [246]}",New England Patriots,New England Patriots,True,True,,,,de
56d99f99dc89441400fdb62c,"Wie viele Sekunden verblieben im Spiel, als die 2-Point Conversion der Patriots fehlschlug?","{'text': ['17'], 'answer_start': [293]}",17 Sekunden,17,True,True,,,,de
56beb86b3aeaaa14008c92bd,"Wie alt war Peyton Manning, als er im Super Bowl 50 spielte?","{'text': ['39'], 'answer_start': [109]}",39 Jahre,39,True,True,,,,de
56beb86b3aeaaa14008c92be,"Wer hielt zuvor den Rekord als ältester Quarterback, der in einem Super Bowl mitspielte?","{'text': ['John Elway'], 'answer_start': [231]}",John Elway,John Elway,True,True,,,,de
56beb86b3aeaaa14008c92bf,"Wie alt war John Elway, als er im Super Bowl XXXIII spielte?","{'text': ['38'], 'answer_start': [269]}",38 Jahre,38,True,True,,,,de
56beb86b3aeaaa14008c92c0,Welche Position hat John Elway derzeit im Broncos-Franchise inne?,"{'text': ['Executive Vice President of Football Operations und General Manager'], 'answer_start': [350]}",John Elway ist derzeit Executive Vice President of Football Operations und General Manager des Broncos-Franchises.,Executive Vice President of Football Operations und General Manager,True,True,,,,de
56beb86b3aeaaa14008c92c1,Für wen spielte John Elway im Super Bowl XXXIII?,"{'text': ['Broncos'], 'answer_start': [283]}","Denver
Denver wurde bei der Super Bowl XXXIII zum Sieger des Spiels gewählt und fungierte als Executive Vice President of Football Operations und General Manager von Denver.",Broncos,True,False,de,de,de,de
56bf3fd53aeaaa14008c9591,Welches Team gewann den Super Bowl XXXIII?,"{'text': ['Broncos'], 'answer_start': [283]}",Denver,Broncos,True,False,da,tr,da,da
56bf3fd53aeaaa14008c9592,Wer ist der General Manager der Broncos?,"{'text': ['John Elway'], 'answer_start': [231]}",John Elway,John Elway,True,True,,,,de
56bf3fd53aeaaa14008c9593,Wie alt war Elway während seines Sieges im Super Bowl XXXIII?,"{'text': ['38'], 'answer_start': [269]}",Wie alt war John Elway während seines Siegs im Super Bowl XXXIII?,38,True,False,de,de,de,de
56bf3fd53aeaaa14008c9594,Wer hält den Rekord für den ältesten Quarterback in einem Super Bowl-Spiel?,"{'text': ['Peyton Manning'], 'answer_start': [0]}",John Elway,Peyton Manning,True,False,en,en,en,en
56bf3fd53aeaaa14008c9595,"Für wie viele Teams, die den Super Bowl erreichten, spielte Manning?","{'text': ['zwei'], 'answer_start': [49]}",2,zwei,False,False,,,,de
56d704430d65d214001982de,Wie viele verschiedene Teams führte Peyton Manning zum Super Bowl?,"{'text': ['zwei'], 'answer_start': [49]}",zwei,zwei,True,True,,,,de
56d704430d65d214001982e0,"Wer ist der älteste Quarterback, der je in einem Super Bowl gespielt hat?","{'text': ['Peyton Manning'], 'answer_start': [0]}",John Elway,Peyton Manning,True,False,en,en,en,en
56d704430d65d214001982e1,"Wer war vor Manning der älteste Quarterback, der je in einem Super Bowl gespielt hat?","{'text': ['John Elway'], 'answer_start': [231]}",John Elway,John Elway,True,True,,,,de
56d704430d65d214001982e2,Welchen Super Bowl gewann Elway im Alter von 38 Jahren?,"{'text': ['Super Bowl XXXIII'], 'answer_start': [305]}",Super Bowl XXXIII,Super Bowl XXXIII,True,True,,,,de
56d9a0eadc89441400fdb63e,"Wer war der erste Quarterback, der zwei Teams zu mehr als einem Super Bowl führte?","{'text': ['Peyton Manning'], 'answer_start': [0]}",Peyton Manning,Peyton Manning,True,True,,,,de
56d9a0eadc89441400fdb63f,"Wie alt war Manning, als er im Super Bowl 50 mitspielte?","{'text': ['39'], 'answer_start': [109]}",39 Jahre,39,True,True,,,,de
56d9a0eadc89441400fdb640,"Wie heißt der Quarterback, der während des Super Bowl XXXIII 38 Jahre alt war?","{'text': ['John Elway'], 'answer_start': [231]}",John Elway,John Elway,True,True,,,,de
56bec6ac3aeaaa14008c93fd,Wie viele Grammys gewann Lady Gaga?,"{'text': ['sechs'], 'answer_start': [4]}",6,sechs,False,False,,,,de
56bec6ac3aeaaa14008c93fe,Was hat Lady Gaga gesungen?,"{'text': ['die Nationalhymne'], 'answer_start': [73]}",Gesang der Nationalhymne,die Nationalhymne,True,False,de,de,de,de
56bec6ac3aeaaa14008c93ff,Welche Auszeichnung erhielt Marlee Matlin?,"{'text': ['Oscar'], 'answer_start': [39]}",Academy Award,Oscar,True,False,cy,en,cy,cy
56bec6ac3aeaaa14008c9400,Was übersetzte Marlee Matlin?,"{'text': ['die Nationalhymne'], 'answer_start': [73]}",Marlee Matlin übersetzte den Nationalhymnus.,die Nationalhymne,True,False,de,de,de,de
56bec6ac3aeaaa14008c9401,In welche Sprache übersetzte Marlee Matlin die Nationalhymne?,"{'text': ['in die Amerikanische Gebärdensprache'], 'answer_start': [139]}",American Sign Language (ASL),in die Amerikanische Gebärdensprache,True,False,en,en,en,en
56d20650e7d4791d00902614,Wer sang die Nationalhymne?,"{'text': ['Lady Gaga'], 'answer_start': [56]}",Lady Gaga,Lady Gaga,True,True,,,,de
56d20650e7d4791d00902615,Welche Schauspielerin übersetzte beim Spiel in die Amerikanische Gebärdensprache?,"{'text': ['Marlee Matlin'], 'answer_start': [125]}",Marlee Matlin,Marlee Matlin,True,True,,,,de
56d7253b0d65d214001983d4,Wer sang die Nationalhymne beim Super Bowl 50?,"{'text': ['Lady Gaga'], 'answer_start': [56]}",Lady Gaga,Lady Gaga,True,True,,,,de
56d7253b0d65d214001983d5,Welcher Schauspieler übersetzte beim Super Bowl 50 die Nationalhymne in die Gebärdensprache?,"{'text': ['Marlee Matlin'], 'answer_start': [125]}",Marlee Matlin,Marlee Matlin,True,True,,,,de
56d9c455dc89441400fdb7c4,Wer sang die Nationalhymne beim Super Bowl 50?,"{'text': ['Lady Gaga'], 'answer_start': [56]}",Lady Gaga,Lady Gaga,True,True,,,,de
56d9c455dc89441400fdb7c5,Wie viele Grammy Awards hat Lady Gaga laut Text gewonnen?,"{'text': ['sechs'], 'answer_start': [4]}","ystem
Sechs",sechs,True,True,,,,de
56d9c455dc89441400fdb7c6,Wer übersetzte die Nationalhymne beim Super Bowl 50 in die Gebärdensprache?,"{'text': ['Marlee Matlin'], 'answer_start': [125]}",Marlee Matlin,Marlee Matlin,True,True,,,,de
56beca913aeaaa14008c946d,Auf welcher Yard Line begann Carolina mit 4:51 verbleibenden Minuten im Spiel?,"{'text': ['24'], 'answer_start': [99]}",Carolina begann mit der 4-Yard-Line.,24,True,False,de,de,de,de
56beca913aeaaa14008c946e,Wer erzielte einen Fumble beim 3rd-and-9?,"{'text': ['Newton'], 'answer_start': [265]}",Ward,Newton,True,False,so,en,so,so
56beca913aeaaa14008c946f,"Welcher Panther-Verteidiger wurde abgestraft, weil er den Ball beim Third Down festhielt?","{'text': ['Josh Norman'], 'answer_start': [759]}",Ward,Josh Norman,True,False,so,en,so,so
56beca913aeaaa14008c9470,Welcher Spieler erzielte einen Touchdown von der 2-Yard Line aus?,"{'text': ['Anderson'], 'answer_start': [822]}",Benni Fowler,Anderson,True,False,de,tr,cy,tr
56beca913aeaaa14008c9471,Wer gewann die erfolgreiche 2-Point Conversion?,"{'text': ['Bennie Fowler'], 'answer_start': [899]}",Bennie Fowler,Bennie Fowler,True,True,,,,de
56d726b60d65d214001983ea,Wer nahm Newton den Ball beim 3rd-and-9 ab?,"{'text': ['Miller'], 'answer_start': [258]}",Ward nahm Newton den Ball beim 3rd-and-9 ab.,Miller,True,False,de,de,de,de
56d726b60d65d214001983eb,Wer nahm den abgenommenen Ball auf?,"{'text': ['Ward'], 'answer_start': [367]}",Ward nahm den abgenommenen Ball auf.,Ward,True,True,,,,de
56d726b60d65d214001983ec,"Welcher Spieler wurde kritisiert, weil er nicht in den Pile sprang, um den Ball zu retten?","{'text': ['Newton'], 'answer_start': [265]}","Mannschaft, der kritisiert wurde: Newton",Newton,True,True,,,,de
56d726b60d65d214001983ed,"Welcher Panthers-Spieler erhielt eine Strafe, was den Broncos ein neues Set an Downs bescherte?","{'text': ['Josh Norman'], 'answer_start': [759]}",Josh Norman,Josh Norman,True,True,,,,de
56d726b60d65d214001983ee,"Wie viel Zeit verblieb im Spiel, als Denver einen Punktestand von 24-10 erreichte?","{'text': ['3:08'], 'answer_start': [980]}",4:51,3:08,False,False,,,,de
56d9cb47dc89441400fdb832,"Wie viel Zeit verblieb, als Carolina im vierten Quarter den Ball auf ihre 24-Yard-Line brachte?","{'text': ['4:51'], 'answer_start': [4]}",4:51,4:51,False,True,,,,de
56d9cb47dc89441400fdb833,"Wie hieß der Spieler, der Newton zum Ende des vierten Quarters den Ball abnahm?","{'text': ['Miller'], 'answer_start': [258]}",Der Spieler namens Miller nahm den Ball am Ende des vierten Quartals von Newton ab.,Miller,True,True,,,,de
56d9cb47dc89441400fdb834,"Wie lautet der Nachname des Spielers, der den Ball, den Newton im vierten Quarter verlor, zurückeroberte?","{'text': ['Ward'], 'answer_start': [367]}",Ward,Ward,True,True,,,,de
56d9cb47dc89441400fdb835,"Wie viele Spielzüge wurde Denver aus der Endzone herausgehalten, nachdem sie den Ball von Newton bekommen hatten?","{'text': ['drei'], 'answer_start': [672]}",drei,drei,True,True,,,,de
56d9cb47dc89441400fdb836,"Wie lautet der Nachname des Spielers, der im vierten Quarter einen 2-Yard-Touchdown erzielte?","{'text': ['Anderson'], 'answer_start': [822]}",Anderson,Anderson,True,True,,,,de
57339c16d058e614000b5ec5,Wie lautet der Name der Sächsischen Gärten auf Polnisch?,"{'text': ['Ogród Saski'], 'answer_start': [16]}",Ogród Saski,Ogród Saski,True,True,,,,de
57339c16d058e614000b5ec6,Wo befand sich das Sommertheater?,"{'text': ['Sächsischer Garten'], 'answer_start': [29]}","Ogród Saski (Saxons Garten)
Wojciech Bogusławski Theater",Sächsischer Garten,True,False,pl,pl,pl,pl
57339c16d058e614000b5ec7,Wie lange war das Sommertheater in Betrieb?,"{'text': ['1870 bis 1939'], 'answer_start': [76]}",1939,1870 bis 1939,False,False,,,,de
57339c16d058e614000b5ec8,Wie hieß das erste literarische Kabarett Warschaus?,"{'text': ['Momus'], 'answer_start': [165]}",Momus,Momus,True,True,,,,de
57339c16d058e614000b5ec9,Welches Theater war das beste Beispiel für „Polnisches Monumentaltheater“?,"{'text': ['Das Wojciech Bogusławski Theater'], 'answer_start': [255]}",Wojciech Bogusławski Theatre,Das Wojciech Bogusławski Theater,True,False,pl,pl,pl,pl
5733a32bd058e614000b5f32,Wer gewann 2000 die Ekstraklasa-Meisterschaft?,"{'text': ['Polonia Warschau'], 'answer_start': [22]}","sys

Polonia Warsaw",Polonia Warschau,True,False,pl,pl,pl,pl
5733a32bd058e614000b5f33,Wann gewann Polonia Warschau vor 2000 die Landesmeisterschaft?,"{'text': ['1946'], 'answer_start': [200]}",1946,1946,False,True,,,,de
5733a32bd058e614000b5f34,Wie oft hat Polonia den Pokal gewonnen?,"{'text': ['zwei Mal'], 'answer_start': [216]}",zwei,zwei Mal,True,False,de,de,de,de
5733a32bd058e614000b5f35,Wo befindet sich das Heimstadion Polonias?,"{'text': ['Konwiktorska-Straße'], 'answer_start': [282]}",Konwiktorska Straße,Konwiktorska-Straße,True,True,,,,de
5733a32bd058e614000b5f36,Warum wurde Polonia 2013 aus der Spitzengruppe des Landes verbannt?,"{'text': ['wegen seiner katastrophalen finanziellen Situation'], 'answer_start': [361]}",Finanzielle Probleme,wegen seiner katastrophalen finanziellen Situation,True,False,de,de,de,de
57338007d058e614000b5bda,Welche Art von Stadt ist Warschau schon immer gewesen?,"{'text': ['eine multikulturelle Stadt'], 'answer_start': [46]}",Müllkultureller,eine multikulturelle Stadt,True,False,et,tr,et,et
57338007d058e614000b5bdb,Wie groß war die Bevölkerung Warschaus im Jahr 1901?,"{'text': ['711.988'], 'answer_start': [115]}","711,988",711.988,False,True,,,,de
57338007d058e614000b5bdc,Welcher Prozentsatz der Warschauer Bevölkerung war im Jahr 1901 katholisch?,"{'text': ['56,2%'], 'answer_start': [134]}",56.2%,"56,2%",False,True,,,,de
57338007d058e614000b5bdd,Welcher Prozentsatz der Bevölkerung Warschaus war 1901 protestantisch?,"{'text': ['2,8%'], 'answer_start': [202]}",3.4%,"2,8%",False,False,,,,de
57338007d058e614000b5bde,Wann wurden die meisten religiösen Kultstätten in Warschau zerstört?,"{'text': ['1944'], 'answer_start': [490]}",1944,1944,False,True,,,,de
573380e0d058e614000b5be9,Wie heißt die grundlegende Verwaltungseinheit in Polen?,"{'text': ['Gemeinde'], 'answer_start': [50]}",Gemeinde,Gemeinde,True,True,,,,de
573380e0d058e614000b5bea,Wie heißt die zweite Verwaltungsebene in Polen?,"{'text': ['Landkreise oder Powiaty'], 'answer_start': [443]}",Powiat,Landkreise oder Powiaty,True,False,pl,pl,pl,pl
573380e0d058e614000b5beb,In welchen Bezirken sind die Autokennzeichen alle vom gleichen Typ?,"{'text': ['Krakau'], 'answer_start': [1105]}",In den Beziehungen von Wola und Ursynów.,Krakau,True,False,de,de,de,de
5733834ed058e614000b5c26,Wann wurde die erste Warschauer Börse gegründet?,"{'text': ['1817'], 'answer_start': [41]}",1817,1817,False,True,,,,de
5733834ed058e614000b5c27,Was brachte die Warschauer Börse zum Stillstand?,"{'text': ['Zweiten Weltkrieg'], 'answer_start': [68]}",World War II,Zweiten Weltkrieg,True,False,en,en,en,en
5733834ed058e614000b5c28,Wann wurde die Warschauer Börse wieder zum Leben erweckt?,"{'text': ['im April 1991'], 'answer_start': [111]}",April 1991,im April 1991,True,False,ro,ur,ro,ro
5733834ed058e614000b5c29,Wie viele Unternehmen waren im August 2009 an der WSE gelistet?,"{'text': ['374'], 'answer_start': [358]}",374 Unternehmen,374,True,True,,,,de
5733834ed058e614000b5c2a,In wessen ehemaligem Hauptsitz befand sich die WSE bis 2000?,"{'text': ['Sitz der Polnischen Vereinigten Arbeiterpartei'], 'answer_start': [551]}",Polish United Workers' Party,Sitz der Polnischen Vereinigten Arbeiterpartei,True,False,en,en,en,en
56dde1d966d3e219004dad8d,Wer gab den ursprünglichen Wikingersiedlern bei ihrer Ankunft eine gemeinsame Identität?,"{'text': ['Rollo'], 'answer_start': [20]}",die VIKINGER,Rollo,True,False,af,de,af,af
56de0daecffd8e1900b4b595,"Wie hieß der Anführer, der von Heinrich III. geadelt wurde?","{'text': ['Drogo'], 'answer_start': [660]}",Drogo,Drogo,True,True,,,,de
56de0daecffd8e1900b4b596,Wer war der Graf von Melfi?,"{'text': ['Wilhelm Eisenarm'], 'answer_start': [458]}",William Iron Arm,Wilhelm Eisenarm,True,False,en,ur,en,en
56de0f6a4396321400ee257f,"Wer war der Hauptfeind der Normannen in Italien, dem Byzantinischen Reich und Armenien?","{'text': ['die Seldschuken'], 'answer_start': [195]}","Pechengern, Bulgaren, und seltsamenfalls auch die Turken-Seljuker.",die Seldschuken,True,False,de,de,de,de
56de10b44396321400ee2593,Wie hieß die normannische Burg?,"{'text': ['Afranji'], 'answer_start': [637]}","subject
Afranji",Afranji,True,True,,,,de
56de10b44396321400ee2594,"Wer war der Anführer der Normannen, als die Franken das Euphrattal betraten?","{'text': ['Oursel'], 'answer_start': [313]}",Raimbaud,Oursel,True,False,lt,hi,lt,lt
56de10b44396321400ee2595,Mit wem haben sich die Normannen in Anatolien zusammengetan?,"{'text': ['türkischen Streitkräften'], 'answer_start': [32]}",Turkischen Streitkräften,türkischen Streitkräften,True,False,de,de,de,de
56de49564396321400ee277a,Vor der Küste welches Kontinents liegen die Kanarischen Inseln?,"{'text': ['Afrika'], 'answer_start': [236]}","Afrische Kontinent
Gascony",Afrika,True,False,de,de,en,de
56dfa0d84a1a83140091ebb7,In welchem Jahr starb Tesla?,"{'text': ['1943'], 'answer_start': [506]}",1943,1943,False,True,,,,de
56dfa0d84a1a83140091ebb8,Was wurde zu seinen Ehren „die Tesla-Einheit“ genannt?,"{'text': ['die SI-Maßeinheit der magnetischen Flussdichte'], 'answer_start': [630]}",Die Tesler-Einheit wurde zu seinem Erbittern genannt.,die SI-Maßeinheit der magnetischen Flussdichte,True,False,de,de,de,de
56dfa0d84a1a83140091ebb9,Wo lebte Tesla den größten Teil seines Lebens?,"{'text': ['New Yorker Hotels'], 'answer_start': [462]}",New York Hotels,New Yorker Hotels,True,False,en,en,en,en
56dfa0d84a1a83140091ebba,Welchen Ruf hatte Tesla in der Populärkultur?,"{'text': ['den Ruf eines archetypischen „verrückten Wissenschaftlers“'], 'answer_start': [137]}","Archetypale ""Mad Scientist""",den Ruf eines archetypischen „verrückten Wissenschaftlers“,True,False,en,sw,en,en
56e0bb9f7aa994140058e6cb,Wie finanzierte Tesla seine Arbeit?,"{'text': ['Seine Patente'], 'answer_start': [201]}","Wer finanzierte Tesla?
Tesla konnte seine Arbeit mit Patenten und der Erfindung des SI-Einsteins betreiben. Das war die Grundlage für sein Wohlstand. Er lebte in Hotels in den USA und verbrachte seine gesamte Lebenszeit in einem Hotel in New York. Tesla starb am 7. Januar 1943 im Alter von 86 Jahren. Seine Arbeit wurde nach seinem Tod nicht sofort aufgegr",Seine Patente,True,False,de,de,de,de
56e0bb9f7aa994140058e6cc,In welchem Jahr starb Tesla?,"{'text': ['1943'], 'answer_start': [506]}",1943,1943,False,True,,,,de
56e0bb9f7aa994140058e6cd,Was benannte die Generalkonferenz für Maß und Gewicht 1960 nach Tesla?,"{'text': ['die SI-Maßeinheit der magnetischen Flussdichte'], 'answer_start': [630]}",tesla,die SI-Maßeinheit der magnetischen Flussdichte,True,False,af,el,et,el
56e0bb9f7aa994140058e6ce,"Seit wann haben die Menschen wieder damit begonnen, sich für Tesla zu interessieren?","{'text': ['Seit den 90er Jahren'], 'answer_start': [706]}",Seit den 1990er Jahren,Seit den 90er Jahren,True,False,de,de,de,de
56e0bb9f7aa994140058e6cf,"Wofür war Tesla, abgesehen von seinen wissenschaftlichen Leistungen, berühmt?","{'text': ['seine Selbstdarstellung'], 'answer_start': [62]}",seinen Showmankind von der Popularkultur,seine Selbstdarstellung,True,False,de,de,de,de
56dfb5777aa994140058e021,Mit wem verbündete sich Tesla 1886?,"{'text': ['Robert Lane und Benjamin Vail'], 'answer_start': [95]}",Robert Lane und Benjamin Vail,Robert Lane und Benjamin Vail,True,True,,,,de
56dfb5777aa994140058e022,Was finanzierten Lane und Vail?,"{'text': ['Tesla Electric Light & Manufacturing'], 'answer_start': [194]}",Tesla Electric Light & Manufacturing,Tesla Electric Light & Manufacturing,True,True,,,,de
56dfb5777aa994140058e023,In welchem Bereich war Tesla Electric Light & Manufacturing tätig?,"{'text': ['Das Unternehmen installierte Lichtbogenbeleuchtungssysteme, die von Tesla entworfen wurden'], 'answer_start': [247]}",Elektrizitätsanlagen,"Das Unternehmen installierte Lichtbogenbeleuchtungssysteme, die von Tesla entworfen wurden",True,False,de,de,de,de
56dfb5777aa994140058e024,Was erhielt Tesla nach der Gründung seines Unternehmens zum ersten Mal?,"{'text': ['Patente'], 'answer_start': [406]}",Pflichtpatente,Patente,True,True,,,,de
56dfb5777aa994140058e025,Was wurde in Teslas Firma produziert?,"{'text': ['Lichtbogenbeleuchtungssysteme'], 'answer_start': [276]}",Systeme Lichter,Lichtbogenbeleuchtungssysteme,True,False,de,de,de,de
56e0d6cf231d4119001ac420,Wie hießen die neuen Partner von Tesla?,"{'text': ['Robert Lane und Benjamin Vail'], 'answer_start': [95]}",Robert Lane und Benjamin Vail,Robert Lane und Benjamin Vail,True,True,,,,de
56e0d6cf231d4119001ac421,"Wann entstand die Partnerschaft zwischen Tesla, Lane und Vail?","{'text': ['1886'], 'answer_start': [64]}",1886,1886,False,True,,,,de
56e0d6cf231d4119001ac422,"Wie hieß das Unternehmen, das die Geschäftsleute finanzierten?","{'text': ['Tesla Electric Light & Manufacturing'], 'answer_start': [194]}",Tesla Electric Light & Manufacturing,Tesla Electric Light & Manufacturing,True,True,,,,de
56e0d6cf231d4119001ac423,In welchem Bereich war Tesla Electric Light & Manufacturing tätig?,"{'text': ['Das Unternehmen installierte Lichtbogenbeleuchtungssysteme'], 'answer_start': [247]}",Elektrik und Lichterzeugung,Das Unternehmen installierte Lichtbogenbeleuchtungssysteme,True,False,de,de,de,de
56e0d6cf231d4119001ac424,"Wer entwarf die Beleuchtungssysteme, die Tesla Electric Light & Manufacturing installierte?","{'text': ['Tesla'], 'answer_start': [58]}",Tesla Electric Light & Manufacturing,Tesla,True,True,,,,de
56e0fc3f7aa994140058e877,Wann erhielt Tesla das Patent für einen elektrischen Transmitter?,"{'text': ['1900'], 'answer_start': [8]}",1900,1900,False,True,,,,de
56e0fc3f7aa994140058e878,Wer schickte zuerst Funkwellen über den Atlantik?,"{'text': ['Guglielmo Marconi'], 'answer_start': [131]}",Guglielmo Marconi,Guglielmo Marconi,True,True,,,,de
56e0fc3f7aa994140058e879,Wann fand Marconis Funkdemonstration statt?,"{'text': ['1901'], 'answer_start': [149]}",1901,1901,False,True,,,,de
56e0fc3f7aa994140058e87a,Wann wurden die Patente von Tesla wiederhergestellt?,"{'text': ['1943'], 'answer_start': [553]}",1943,1943,False,True,,,,de
56e0fc3f7aa994140058e87b,"Von welcher Institution stammt die Entscheidung, Teslas Patente wiederherzustellen?","{'text': ['Oberste Gerichtshof der Vereinigten Staaten'], 'answer_start': [570]}",Die Supreme Court des Vereinigten Staates,Oberste Gerichtshof der Vereinigten Staaten,True,False,de,de,de,de
56e10aa5cd28a01900c674b3,Wie viele mögliche Nominierungen für den Preis gab es 1915?,"{'text': ['38'], 'answer_start': [113]}",38,38,False,True,,,,de
56e10aa5cd28a01900c674b4,Wer erhielt 1915 eine Nominierung?,"{'text': ['Edison'], 'answer_start': [62]}",Edison,Edison,True,True,,,,de
56e10aa5cd28a01900c674b5,In welchem Jahr erhielt Tesla eine Nominierung für den Nobelpreis?,"{'text': ['1937'], 'answer_start': [158]}",1937,1937,False,True,,,,de
56e1254ae3433e1400422c66,Welcher Artikel wurde 1937 veröffentlicht?,"{'text': ['„A Machine to End War“'], 'answer_start': [104]}","""A Machine to End War""",„A Machine to End War“,True,True,,,,de
