id,question_ru,original_answer,model_answer,extracted_original_answer,has_letters,is_substring,langdetect_code,hf_lang_code,spacy_lang_code,majority_code
57338007d058e614000b5bdd,Какой процент населения Варшавы были протестантами в 1901 году?,"{'text': ['2,8%'], 'answer_start': [200]}","2,8%","2,8%",False,True,,,,ru
57338007d058e614000b5bde,Когда в Варшаве было разрушено большинство мест религиозного культа?,"{'text': ['1944'], 'answer_start': [477]}",в 1944 году,1944,True,True,,,,ru
573380e0d058e614000b5be9,Какая основная единица территориального деления в Польше?,"{'text': ['коммуна'], 'answer_start': [61]}",Гомель,коммуна,True,False,ru,ru,ru,ru
573380e0d058e614000b5bea,Какой второй уровень территориального деления в Польше?,"{'text': ['уезды или поветы'], 'answer_start': [394]}",Powiat,уезды или поветы,True,False,pl,pl,pl,pl
573380e0d058e614000b5beb,В каких районах все регистрационные номера автомобилей одного типа?,"{'text': ['Кракове'], 'answer_start': [1098]}",В районах Познани и Ульяновске.,Кракове,True,False,ru,ru,ru,ru
5733834ed058e614000b5c26,Когда в Варшаве была основана первая фондовая биржа?,"{'text': ['1817'], 'answer_start': [49]}",1817,1817,False,True,,,,ru
5733834ed058e614000b5c27,Что заставило Варшавскую фондовую биржу прекратить свою работу?,"{'text': ['Второй мировой войны'], 'answer_start': [85]}",Война и разгром коммунистической власти,Второй мировой войны,True,False,ru,ru,ru,ru
5733834ed058e614000b5c28,Когда была возобновлена работа Варшавской фондовой биржи?,"{'text': ['апреле 2000 года'], 'answer_start': [132]}",1991年,апреле 2000 года,False,False,,,,ru
5733834ed058e614000b5c29,Сколько компаний было зарегистрировано на ВФБ в августе 2009 года?,"{'text': ['374'], 'answer_start': [400]}",374,374,False,True,,,,ru
5733834ed058e614000b5c2a,В чьей бывшей штаб-квартире находилась ВФБ до 2000 года?,"{'text': ['Польской объединенной рабочей партии'], 'answer_start': [623]}",Политбюро ЦК КПСС,Польской объединенной рабочей партии,True,False,ru,ru,ru,ru
56dde1d966d3e219004dad8d,Кто по прибытии придал первоначальным поселенцам викингов общую идентичность?,"{'text': ['Роллона'], 'answer_start': [12]}",Роллы,Роллона,True,False,ru,ru,ru,ru
56de0daecffd8e1900b4b595,"Как звали лидера, которому Генрихом III пожаловал дворянство","{'text': ['Дрого'], 'answer_start': [611]}",William Iron Arm,Дрого,True,False,en,ur,en,en
56de0daecffd8e1900b4b596,Кем был граф Мелфи,"{'text': ['Уильяма Айрона Арма'], 'answer_start': [421]}",William Eisenarm,Уильяма Айрона Арма,True,False,de,ur,de,de
56de0f6a4396321400ee257f,"Кто был главным врагом норманнов в Италии, Византийской империи и Армении?","{'text': ['турок-сельджуков'], 'answer_start': [162]}","Печегены, Булгари и селджукские турки.",турок-сельджуков,True,False,ru,ru,ru,ru
56de10b44396321400ee2593,Как назывался норманский замок?,"{'text': ['Афранджи'], 'answer_start': [547]}",Afranji,Афранджи,True,False,hr,sw,hr,hr
56de10b44396321400ee2594,"Кто был лидером, когда франки вошли в долину Евфрата?","{'text': ['Урсель'], 'answer_start': [261]}",Рамбадо,Урсель,True,False,mk,bg,mk,mk
56de10b44396321400ee2595,С кем объединялись норманны в Анатолии?,"{'text': ['турецким силам'], 'answer_start': [36]}",турки,турецким силам,True,False,mk,bg,mk,mk
56de49564396321400ee277a,У побережья какого континента находятся Канарские острова?,"{'text': ['Африки'], 'answer_start': [219]}",Австралия,Африки,True,False,ru,ru,bg,ru
56dfa0d84a1a83140091ebb7,В каком году умер Тесла?,"{'text': ['1943'], 'answer_start': [443]}",1943,1943,False,True,,,,ru
56dfa0d84a1a83140091ebb8,Что назвали теслой в его честь?,"{'text': ['единицу плотности магнитного потока'], 'answer_start': [579]}",сейф特斯拉,единицу плотности магнитного потока,True,False,bg,bg,bg,bg
56dfa0d84a1a83140091ebb9,Где жил Тесла большую часть своей жизни?,"{'text': ['нью-йоркских отелей'], 'answer_start': [381]}",New Yorker Hotels,нью-йоркских отелей,True,False,en,en,nl,en
56dfa0d84a1a83140091ebba,Какова была репутация Теслы в массовой культуре?,"{'text': ['сумасшедшего ученого'], 'answer_start': [145]}",мад-сcientist,сумасшедшего ученого,True,False,lv,ru,lv,lv
56e0bb9f7aa994140058e6cb,Как Тесла финансировал свою работу?,"{'text': ['Его патенты'], 'answer_start': [168]}",Patentierte Patente,Его патенты,True,False,nl,de,nl,nl
56e0bb9f7aa994140058e6cc,В каком году Тесла умер?,"{'text': ['1943'], 'answer_start': [443]}",1943,1943,False,True,,,,ru
56e0bb9f7aa994140058e6cd,Что назвали в честь Теслы на Генеральной конференции по мерам и весам в 1960 году?,"{'text': ['единицу плотности магнитного потока'], 'answer_start': [579]}",тетсельная плотность,единицу плотности магнитного потока,True,False,ru,ru,ru,ru
56e0bb9f7aa994140058e6ce,Когда люди снова начали проявлять интерес к Тесле?,"{'text': ['1990-х годов'], 'answer_start': [645]}",1960,1990-х годов,False,False,,,,ru
56e0bb9f7aa994140058e6cf,Чем был знаменит Тесла кроме своих научных достижений?,"{'text': ['умением представить товар'], 'answer_start': [41]}",своей демонстрационной способностью,умением представить товар,True,False,ru,ru,ru,ru
56dfb5777aa994140058e021,С кем сотрудничал Тесла в 1886 году?,"{'text': ['Робертом Лейном и Бенджамином Вейлом'], 'answer_start': [84]}",Роберт Лэнд и Бенджамин Вайл,Робертом Лейном и Бенджамином Вейлом,True,False,ru,ru,ru,ru
56dfb5777aa994140058e022,Что финансировали Лейн и Вейл?,"{'text': ['Tesla Electric Light & Manufacturing'], 'answer_start': [198]}",Tesla Electric Light & Manufacturing,Tesla Electric Light & Manufacturing,True,True,,,,ru
56dfb5777aa994140058e023,Что делала компания Tesla Electric Light & Manufacturing?,"{'text': ['устанавливала системы освещения на основе электрической дуговой подсветки, разработанные Теслой'], 'answer_start': [245]}",Изобретения для светотехники,"устанавливала системы освещения на основе электрической дуговой подсветки, разработанные Теслой",True,False,ru,ru,ru,ru
56dfb5777aa994140058e024,Что Тесла впервые получил после создания своей компании?,"{'text': ['патенты'], 'answer_start': [399]}",первые patents,патенты,True,False,ru,ru,ru,ru
56dfb5777aa994140058e025,Что производили в компании Теслы?,"{'text': ['системы освещения на основе электрической дуговой подсветки'], 'answer_start': [259]}",Лампы и системы освещения по принципу ламп электрической синего света.,системы освещения на основе электрической дуговой подсветки,True,False,ru,ru,ru,ru
56e0d6cf231d4119001ac420,Как звали новых партнеров Теслы?,"{'text': ['Робертом Лейном и Бенджамином Вейлом'], 'answer_start': [84]}",Robert Lane и Benjamin Vail,Робертом Лейном и Бенджамином Вейлом,True,False,de,pt,de,de
56e0d6cf231d4119001ac421,"Когда возникло партнерство между Теслой, Лейном и Вейлом?","{'text': ['1886'], 'answer_start': [73]}",1886,1886,False,True,,,,ru
56e0d6cf231d4119001ac422,"Как называлась компания, которую финансировали бизнесмены?","{'text': ['Tesla Electric Light & Manufacturing'], 'answer_start': [198]}",Tesla Electric Light & Manufacturing,Tesla Electric Light & Manufacturing,True,True,,,,ru
56e0d6cf231d4119001ac423,Что делала компания Tesla Electric Light & Manufacturing?,"{'text': ['устанавливала системы освещения на основе электрической дуговой подсветки'], 'answer_start': [245]}",Tesla Electric Light & Manufacturing производила системы ламп излучения и дизайны для электромагнитных машин с коммутаторами.,устанавливала системы освещения на основе электрической дуговой подсветки,True,False,ru,ru,ru,ru
56e0d6cf231d4119001ac424,"Кто спроектировал системы освещения, которые устанавливала компания Tesla Electric Light & Manufacturing?","{'text': ['Тесла'], 'answer_start': [32]}",Tesla Electric Light & Manufacturing,Тесла,True,False,en,en,en,en
56e0fc3f7aa994140058e877,Когда Тесла получил патент на электрический передатчик?,"{'text': ['1900'], 'answer_start': [2]}",1900,1900,False,True,,,,ru
56e0fc3f7aa994140058e878,Кто первым послал радиоволны через Атлантику?,"{'text': ['Гульельмо Маркони'], 'answer_start': [115]}",Guglielmo Marconi,Гульельмо Маркони,True,False,it,it,it,it
56e0fc3f7aa994140058e879,Когда была демонстрация радио Маркони?,"{'text': ['1901'], 'answer_start': [208]}",1901,1901,False,True,,,,ru
56e0fc3f7aa994140058e87a,Когда был восстановлен патент Теслы?,"{'text': ['1943'], 'answer_start': [509]}",1943,1943,False,True,,,,ru
56e0fc3f7aa994140058e87b,Решение какого органа восстановило патенты Теслы?,"{'text': ['Верховного суда США'], 'answer_start': [528]}",Оперативный суд США,Верховного суда США,True,False,ru,ru,ru,ru
56e10aa5cd28a01900c674b3,Сколько возможных номинаций на премию было в 1915 году?,"{'text': ['38'], 'answer_start': [119]}",38,38,False,True,,,,ru
56e10aa5cd28a01900c674b4,Кто получил номинацию в 1915 году?,"{'text': ['Эдисон'], 'answer_start': [50]}",Эдисон получил nomination в 1915 году.,Эдисон,True,True,,,,ru
56e10aa5cd28a01900c674b5,В каком году Тесла получил Нобелевскую премию?,"{'text': ['1937'], 'answer_start': [204]}","SYSTEM
1937",1937,True,True,,,,ru
56e1254ae3433e1400422c66,Какая статья была опубликована в 1937 году?,"{'text': ['""Машина для завершения войны""'], 'answer_start': [118]}","sys
""А_machine_to_End_War""","""Машина для завершения войны""",True,False,en,nl,en,en
56e1254ae3433e1400422c67,"В связи с определенными заявлениями, каково было предположительное состояние его религиозных взглядов?","{'text': ['неопределенными'], 'answer_start': [40]}",обнаженные взгляды,неопределенными,True,False,ru,ru,ru,ru
56e1254ae3433e1400422c68,"В заголовке статьи, что машина должна была закончить?","{'text': ['войны'], 'answer_start': [141]}",Tesla заявил о необходимости создания机器以结束战争。,войны,True,False,ru,ru,ru,ru
56e16182e3433e1400422e28,Какая отрасль теоретической информатики имеет дело с широкой классификацией вычислительных задач по сложности и классу отношений?,"{'text': ['Теория сложности вычислений'], 'answer_start': [0]}",Компьютерная алгоритмическая теория,Теория сложности вычислений,True,False,ru,ru,ru,ru
56e16182e3433e1400422e29,По какому основному признаку вычислительные задачи классифицируются с использованием теории сложности вычислений?,"{'text': ['сложностью'], 'answer_start': [181]}",по способу решения через алгоритм,сложностью,True,False,ru,ru,ru,ru
56e16182e3433e1400422e2a,"Каким термином обозначается задача, которая обычно поддается решению с помощью компьютера?","{'text': ['вычислительных задач'], 'answer_start': [131]}","Задача, которую обычно решают с помощью компьютера, называется вычислительной задачей.",вычислительных задач,True,False,ru,ru,ru,ru
